CASES	LEFT	NODE	RIGHT	TRANSLATION	INCLUSION	TRANSLATION_NODE	CXN_ENG	CXN_IDN	TRANSLATION_POS	VOICE_ENG	VOICE_IDN	CLAUSE_TYPE_ENG	FINITENESS_ENG	ROLE_ENG_THIEF	SYN_ENG_THIEF	LEX_ENG_THIEF	ANIMACY_ENG_THIEF	ROLE_ENG_TARGET	SYN_ENG_TARGET	LEX_ENG_TARGET	TYPE_ENG_TARGET	ANIMACY_ENG_TARGET	ROLE_ENG_GOODS	LEX_ENG_GOODS	ANIMACY_ENG_GOODS	SYN_ENG_GOODS	ROLE_IDN_THIEF	SYN_IDN_THIEF	LEX_IDN_THIEF	ANIMACY_IDN_THIEF	ROLE_IDN_TARGET	SYN_IDN_TARGET	LEX_IDN_TARGET	TYPE_IDN_TARGET	ANIMACY_IDN_TARGET	ROLE_IDN_GOODS	LEX_IDN_GOODS	ANIMACY_IDN_GOODS	SYN_IDN_GOODS	N_WORD_ENG	N_WORD_IDN
278	These guys are trying to	rob	the place.	Orang-orang berusaha untuk merampok tempat .	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	guys	animate	TRUE	direct_object	place	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	orang	animate	TRUE	direct_object	tempat	source	inanimate	FALSE	NA	NA	NA	8	5
279	"""""""- Don't"""	rob	the place. - Yeah.	Jangan rampok tempat itu./ Ya.	NA	rampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	imperative	FALSE	FALSE	NA	NA	NA	TRUE	direct_object	place	source	inanimate	FALSE	NA	NA	NA	FALSE	NA	NA	NA	TRUE	direct_object	tempat	source	inanimate	FALSE	NA	NA	NA	6	5
280	They proceed to the circus owner's trailer, where they	rob	the safe of its contents.	Mereka melanjutkan ke pemilik sirkus Trailer, di mana mereka merampok aman isinya.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	safe	source	inanimate	TRUE	content	inanimate	PP_complement	TRUE	AV_gr_subj	mereka	animate	FALSE	NA	NA	NA	NA	TRUE	isi	inanimate	direct_object	16	12
288	Well, if you're not going to	rob	us, might as well do the name thing.	Jika kau tak akan merampok kami, mungkin kau bisa melakukan hal yang sama.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	you	animate	TRUE	direct_object	us	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kau	animate	TRUE	direct_object	kami	victim	animate	FALSE	NA	NA	NA	16	13
292	They don't have the balls to	rob	us.	Mereka tidak punya nyali untuk merampok kita.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	us	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	direct_object	kita	victim	animate	FALSE	NA	NA	NA	9	7
294	They'll	rob	you in your sleep.	Mereka akan merampok mu disaat kau tidur.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	they	animate	TRUE	direct_object	you	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	mereka	animate	TRUE	encliticised_direct_object	-mu	victim	animate	FALSE	NA	NA	NA	7	7
295	And worse, the paralyzing vapor of her brother Alec who could	rob	you of sight, sound and touch.	Dan yang terburuk, kekuatan melumpuhkan Saudaranya, Alec..,.. Yang bisa merebut penglihatan, Pendengaran dan indera perabamu.	NA	merebut	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj_in_RelCl	Alec	animate	TRUE	direct_object	you	victim	animate	TRUE	sight_sound_touch	inanimate	PP_complement	TRUE	AV_gr_subj_in_RelCl	Alec	animate	TRUE	possessive_determiner	-mu	victim	animate	TRUE	penglihatan_pendengaran_indera peraba	inanimate	direct_object	18	15
296	We're not here to	rob	you.	Kami di sini bukan untuk merampokmu..	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	you	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kami	animate	TRUE	encliticised_direct_object	-mu	victim	animate	FALSE	NA	NA	NA	7	6
297	"""""""I have loved you, I didn't"""	rob	"""you."""""""	Aku telah mencintaimu, aku tidak merampasmu.	NA	merampas	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	TRUE	TRUE	AV_gr_subj	I	animate	TRUE	direct_object	you	victim	animate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	aku	animate	TRUE	encliticised_direct_object	-mu	victim	animate	FALSE	NA	NA	NA	9	6
300	We're here to	rob	your goddamn bank.	Kami di sini untuk merampok Anda sialan bank.	NA	merampok	TARGET-OBJ	TARGET-OBJ	verb	AV	AV	declarative	FALSE	TRUE	AV_gr_subj	we	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	TRUE	AV_gr_subj	kami	animate	TRUE	direct_object	bank	source	inanimate	FALSE	NA	NA	NA	8	8
